Campaign name,Ad set name,Ad name,Day,Amount spent (INR),"CPM (cost per 1,000 impressions)",CTR (link click-through rate),Ad set delivery,Reporting starts,Reporting ends
TOF | India Modern,JWLY + TRL - FBi,DABA – BS /TP 1,2025-07-03,967.58,59.19006546,1.92695908,inactive,2025-07-03,2025-07-03
TOF | Delhi,INT JWLi – CC,CC – BS /TP | 01,2025-07-03,265.83,148.17725753,2.17391304,inactive,2025-07-03,2025-07-03
BOF | DPA,VC & ATC_180 Days - FBi,DPA,2025-07-03,708.32,98.11885303,3.08907051,active,2025-07-03,2025-07-03
MOF,MOF | MUMi,Juliet Ring | SV,2025-07-03,44.12,310.70422535,1.4084507,active,2025-07-03,2025-07-03
TOF | Delhi,TRLi – CC,CC – BS /TP | 01,2025-07-03,1637.9,54.41528239,1.27906977,inactive,2025-07-03,2025-07-03
MOF,MOF | DABA | IGi,MOF | DABA 1,2025-07-03,634.29,268.65311309,6.14146548,active,2025-07-03,2025-07-03
BOF | DPA,VC & ATC_14 Days - IG,DPA,2025-07-03,955.96,106.7038732,5.20147338,active,2025-07-03,2025-07-03
TOF | Bangalore,INT JWLi,DABA – BS /TP,2025-07-03,352.61,29.28897749,0.47346125,inactive,2025-07-03,2025-07-03
TOF | CUSTOM | AUTO,TRL | IGi,Anah Necklace | SV,2025-07-03,147.08,322.54385965,1.31578947,inactive,2025-07-03,2025-07-03
TOF | CUSTOM | AUTO,TRL | IGi,FAYE STYLISED | SI,2025-07-03,156.1,516.88741722,,inactive,2025-07-03,2025-07-03
TOF | 80k,OCC – IGi,80k DABA | Earrings,2025-07-03,18.92,28.84146341,0.45731707,inactive,2025-07-03,2025-07-03
TOF | CUSTOM | AUTO,TRL | IGi,ARKA STYLISED | SI,2025-07-03,134.73,221.59539474,1.48026316,inactive,2025-07-03,2025-07-03
TOF | All That Grace,ARL | IGi,All that grace (1) | SI,2025-07-03,90.51,448.06930693,3.46534653,active,2025-07-03,2025-07-03
TOF | All That Grace,ARL | IGi,All that grace (1) | CI,2025-07-03,230.94,213.04428044,2.8597786,active,2025-07-03,2025-07-03
BOF | DPA,VC & ATC_60 Days - IG,DPA,2025-07-03,989.58,70.38765204,3.43552173,active,2025-07-03,2025-07-03
BOF | DPA,VC & ATC_1 Day - IG,DPA,2025-07-03,915.05,403.99558499,8.38852097,active,2025-07-03,2025-07-03
TOF | Delhi,LUXEi,DABA – BS /TP,2025-07-03,1048.51,33.28814528,0.76512794,inactive,2025-07-03,2025-07-03
TOF | 80k,OCC – IGi,80k DABA,2025-07-03,216.72,149.46206897,4.06896552,inactive,2025-07-03,2025-07-03
TOF | India Modern,HOME - IGi,India Modern DABA,2025-07-03,15.32,38.49246231,1.50753769,inactive,2025-07-03,2025-07-03
TOF | Pune,TRLi – CC,CC – BS /TP | 01,2025-07-03,750.55,66.08117626,2.23630921,inactive,2025-07-03,2025-07-03
MOF,MOF | DABA | ENGDi,MOF | DABA 1,2025-07-03,871.4,78.15246637,3.97309417,active,2025-07-03,2025-07-03
TOF | India Modern,HOME - IGi,DABA – BS /TP 1,2025-07-03,998.49,70.05964075,1.6629245,inactive,2025-07-03,2025-07-03
TOF | Bangalore,INT JWLi – CC,CC – BS /TP | 01,2025-07-03,31.79,94.05325444,2.36686391,inactive,2025-07-03,2025-07-03
TOF | 80k,LUXE | IGi,80k CC,2025-07-03,996.33,106.0263914,2.03256358,active,2025-07-03,2025-07-03
TOF | Bangalore,TRLi – CC,CC – BS /TP | 01,2025-07-03,598.7,62.69109948,1.08900524,inactive,2025-07-03,2025-07-03
TOF | Pune,TRLi,DABA – BS /TP,2025-07-03,657.7,44.11133467,0.89201878,inactive,2025-07-03,2025-07-03
TOF | India Modern,INT JWLY - IGi,India Modern DABA,2025-07-03,15.92,35.61521253,1.56599553,inactive,2025-07-03,2025-07-03
TOF | CUSTOM | AUTO,C-OCC | IGi,CC,2025-07-03,657.2,323.90340069,0.7885658,inactive,2025-07-03,2025-07-03
BOF | DPA,VC & ATC_1 Day - IGi,DPA,2025-07-03,660.41,348.68532207,7.23336853,active,2025-07-03,2025-07-03
MOF,MOF | DABA | ENGDi,MOF | DABA 2,2025-07-03,191.32,50.44028474,2.79462167,active,2025-07-03,2025-07-03
MOF,MOF | BLRi,RV | CC,2025-07-03,262.08,569.73913043,0.86956522,active,2025-07-03,2025-07-03
TOF | 80k,OCC – IGi,80k DABA | Rings,2025-07-03,240.51,115.0215208,2.43902439,inactive,2025-07-03,2025-07-03
MOF,MOF | DABA | IGi,MOF | DABA 2,2025-07-03,317.45,293.1209603,4.70914127,active,2025-07-03,2025-07-03
TOF | India Modern,INT JWLY - IGi,DABA – BS /TP 1,2025-07-03,989.92,72.16738354,1.62571991,inactive,2025-07-03,2025-07-03
TOF | Pune,INT JWLi,DABA – BS /TP,2025-07-03,653.86,40.56455115,0.85613251,inactive,2025-07-03,2025-07-03
TOF | All That Grace,ARL | IGi,Mix Match Pearls I SI,2025-07-03,0.68,340.0,,active,2025-07-03,2025-07-03
TOF | India Modern,JWLY + TRL - FBi,India Modern DABA,2025-07-03,19.59,35.10752688,1.61290323,inactive,2025-07-03,2025-07-03
TOF | Story/Reel,TRL | IGi | ST,Sapphires I SI,2025-07-03,362.03,273.23018868,2.64150943,active,2025-07-03,2025-07-03
TOF | Story/Reel,TRL | IGi | ST,Nizam Ring I SI,2025-07-03,62.64,229.45054945,1.0989011,active,2025-07-03,2025-07-03
TOF | All That Grace,END | IGi,All that grace | DABA,2025-07-03,362.85,147.44006501,1.62535555,inactive,2025-07-03,2025-07-03
TOF | ALL,TIFF - IGi,DABA,2025-07-03,660.62,29.97096452,0.97541058,inactive,2025-07-03,2025-07-03
TOF | All That Grace,ARL | IGi,Debbie Earrings | SV,2025-07-03,188.89,349.14972274,1.66358595,active,2025-07-03,2025-07-03
MOF,MOF | DELi,Juliet Ring | SV,2025-07-03,86.27,145.72635135,1.01351351,active,2025-07-03,2025-07-03
MOF,MOF | DELi,RV | CC,2025-07-03,334.16,579.13344887,1.73310225,active,2025-07-03,2025-07-03
TOF | Bangalore,TRLi,DABA – BS /TP,2025-07-03,833.39,25.08850623,0.55391655,inactive,2025-07-03,2025-07-03
TOF | Mumbai,TRLi – CC,CC – BS /TP | 01,2025-07-03,1007.61,76.29940936,2.56701499,inactive,2025-07-03,2025-07-03
TOF | ALL,TIFF - IGi,DABA – BS /TP,2025-07-03,81.23,18.70366106,0.66774119,inactive,2025-07-03,2025-07-03
TOF | CUSTOM | AUTO,TRL | IGi,Amey Ring | SV,2025-07-03,1.59,530.0,,inactive,2025-07-03,2025-07-03
TOF | Mumbai,TRLi,DABA – BS /TP,2025-07-03,1021.03,51.19484557,1.27356598,inactive,2025-07-03,2025-07-03
TOF | KHB |,OCC | IGi,KHB | DABA (1),2025-07-03,505.8,58.73882244,2.70584137,inactive,2025-07-03,2025-07-03
TOF | ALL,TRL - IGi,DABA – BS /TP 2,2025-07-03,133.52,51.95330739,1.16731518,inactive,2025-07-03,2025-07-03
TOF | Mumbai,LUXEi,DABA – BS /TP,2025-07-03,1007.85,51.03037975,1.40759494,inactive,2025-07-03,2025-07-03
TOF | Delhi,TRLi,DABA – BS /TP,2025-07-03,1070.48,23.14901715,0.60333456,inactive,2025-07-03,2025-07-03
TOF | Delhi,INT JWLi,DABA – BS /TP,2025-07-03,466.8,32.47078464,0.63299944,inactive,2025-07-03,2025-07-03
BOF | DPA,VC & ATC_180 Days - IGi,DPA,2025-07-03,484.65,84.75865687,2.378454,active,2025-07-03,2025-07-03
TOF | Story/Reel,TRL | IGi | ST,Ella Rings I SI,2025-07-03,369.06,114.33085502,2.32342007,active,2025-07-03,2025-07-03
TOF | CUSTOM | AUTO,TRL | IGi,Emerald Mix Match I SI,2025-07-03,241.73,177.09157509,1.61172161,inactive,2025-07-03,2025-07-03
BOF | DPA,VC & ATC_14 Days - FB,DPA,2025-07-03,485.39,95.1372011,4.15523324,active,2025-07-03,2025-07-03
MOF,MOF | HYDi,RV | CC,2025-07-03,148.65,571.73076923,0.76923077,active,2025-07-03,2025-07-03
BOF | DPA,VC & ATC_1 Day - FB,DPA,2025-07-03,536.28,250.48108361,7.65997198,active,2025-07-03,2025-07-03
MOF,MOF | BLRi,Juliet Ring | SV,2025-07-03,146.54,254.85217391,1.2173913,active,2025-07-03,2025-07-03
MOF,MOF | HYDi,Juliet Ring | SV,2025-07-03,0.75,93.75,,active,2025-07-03,2025-07-03
BOF | DPA,VC & ATC_60 Days - IGi,DPA,2025-07-03,708.42,100.17251131,4.25622172,active,2025-07-03,2025-07-03
TOF | ALL,INT JWLY - IGi,DABA,2025-07-03,709.13,31.18151438,0.87943013,inactive,2025-07-03,2025-07-03
TOF | Pune,LUXEi,DABA – BS /TP,2025-07-03,688.66,39.81153891,0.98277257,inactive,2025-07-03,2025-07-03
TOF | Story/Reel,TRL | IGi | ST,Raphsody I SI,2025-07-03,235.26,296.29722922,1.51133501,active,2025-07-03,2025-07-03
TOF | ALL,TRL - IGi,DABA,2025-07-03,495.48,75.70359053,0.87089381,inactive,2025-07-03,2025-07-03
TOF | ALL,INT JWLY - IGi,DABA – BS /TP 1,2025-07-03,73.13,13.09400179,0.57296329,inactive,2025-07-03,2025-07-03
TOF | Bangalore,LUXEi,DABA – BS /TP,2025-07-03,891.52,27.82000874,0.53360794,inactive,2025-07-03,2025-07-03
BOF | DPA,VC & ATC_60 Days - FB,DPA,2025-07-03,503.8,75.48696434,3.50614324,active,2025-07-03,2025-07-03
TOF | Mumbai,INT JWLi,DABA – BS /TP,2025-07-03,970.88,48.41087011,1.48591374,inactive,2025-07-03,2025-07-03
BOF | DPA,VC & ATC_14 Days - IGi,DPA,2025-07-03,664.32,96.60026174,3.59168242,active,2025-07-03,2025-07-03
TOF | CUSTOM | AUTO,TRL | IGi,ARKA STYLISED | SI,2025-07-04,114.49,376.61184211,2.30263158,inactive,2025-07-04,2025-07-04
TOF | Bangalore,HOMEi,DABA – 80k,2025-07-04,257.61,36.365048,0.55053642,inactive,2025-07-04,2025-07-04
TOF | Bangalore,INT JWLi – CC,CC – BS /TP | 01,2025-07-04,127.48,147.03575548,1.4994233,inactive,2025-07-04,2025-07-04
TOF | Pune,TRLi,DABA – ALL,2025-07-04,302.83,66.96815568,2.14506855,inactive,2025-07-04,2025-07-04
TOF | 80k,OCC – IGi,80k DABA,2025-07-04,312.08,198.39796567,3.05149396,inactive,2025-07-04,2025-07-04
TOF | India Modern,HOME - IGi,India Modern DABA,2025-07-04,20.52,42.04918033,1.43442623,inactive,2025-07-04,2025-07-04
TOF | Mumbai,TRLi,DABA – ALL,2025-07-04,389.23,86.9593387,2.7256479,inactive,2025-07-04,2025-07-04
TOF | CUSTOM | AUTO,TRL | IGi,Emerald Mix Match I SI,2025-07-04,299.8,295.66074951,2.36686391,inactive,2025-07-04,2025-07-04
MOF,MOF | DABA | ENGDi,MOF | DABA 1,2025-07-04,692.43,106.75763182,3.43817453,active,2025-07-04,2025-07-04
TOF | CUSTOM | AUTO,TRL | IGi,FAYE STYLISED | SI,2025-07-04,40.81,279.52054795,2.05479452,inactive,2025-07-04,2025-07-04
BOF | DPA,VC & ATC_180 Days - IGi,DPA,2025-07-04,605.35,208.74137931,2.89655172,active,2025-07-04,2025-07-04
TOF | Pune,TRLi – CC,CC – BS /TP | 01,2025-07-04,334.91,111.3767875,1.56301962,inactive,2025-07-04,2025-07-04
TOF | Delhi,TRLi,DABA – BS /TP,2025-07-04,704.25,50.92927394,0.74486549,inactive,2025-07-04,2025-07-04
TOF | Delhi,INT JWLi – CC,CC – BS /TP | 01,2025-07-04,620.06,160.67893237,1.63254729,inactive,2025-07-04,2025-07-04
TOF | 80k,OCC – IGi,80k DABA | Earrings,2025-07-04,20.87,42.16161616,0.2020202,inactive,2025-07-04,2025-07-04
TOF | India,INT JWLi – CC,CC – BS /TP | 01,2025-07-04,144.09,48.43361345,1.61344538,inactive,2025-07-04,2025-07-04
BOF | DPA,VC & ATC_1 Day - IG,DPA,2025-07-04,911.13,446.19490695,6.12144956,active,2025-07-04,2025-07-04
TOF | Story/Reel,TRL | IGi | ST,Raphsody I SI,2025-07-04,97.78,264.98644986,2.43902439,active,2025-07-04,2025-07-04
TOF | CUSTOM | AUTO,TRL | IGi,QUTUB | SI,2025-07-04,63.46,186.09970674,2.34604106,inactive,2025-07-04,2025-07-04
MOF,MOF | BLRi,Juliet Ring | SV,2025-07-04,248.77,251.53690597,1.01112235,active,2025-07-04,2025-07-04
TOF | Mumbai,HOMEi,DABA – 80k,2025-07-04,259.37,36.17938346,1.22750732,inactive,2025-07-04,2025-07-04
TOF | Delhi,TRLi – CC,CC – BS /TP | 01,2025-07-04,655.85,91.02706454,1.30464955,inactive,2025-07-04,2025-07-04
TOF | ALL,TRL - IGi,DABA,2025-07-04,748.67,127.08708199,1.12035308,inactive,2025-07-04,2025-07-04
TOF | CUSTOM | AUTO,TRL | IGi,Arka Necklace | SV,2025-07-04,20.4,497.56097561,4.87804878,inactive,2025-07-04,2025-07-04
TOF | All That Grace,ARL | IGi,All that grace (1) | CI,2025-07-04,204.88,297.79069767,2.76162791,active,2025-07-04,2025-07-04
TOF | All That Grace,ARL | IGi,Mix Match Pearls I SI,2025-07-04,50.23,727.97101449,2.89855072,active,2025-07-04,2025-07-04
TOF | Bangalore,TRLi,DABA – BS /TP,2025-07-04,863.48,68.66094148,0.63613232,inactive,2025-07-04,2025-07-04
MOF,MOF | DABA | IGi,MOF | DABA 2,2025-07-04,192.31,270.09831461,5.75842697,active,2025-07-04,2025-07-04
TOF | Delhi,TRLi,DABA – ALL,2025-07-04,211.45,43.47245066,2.75493421,inactive,2025-07-04,2025-07-04
TOF | CUSTOM | AUTO,TRL | IGi,Qutab Necklace | SV,2025-07-04,13.74,381.66666667,,inactive,2025-07-04,2025-07-04
MOF,MOF | BLRi,RV | CC,2025-07-04,280.17,532.64258555,1.90114068,active,2025-07-04,2025-07-04
TOF | ALL,TRL - IGi,DABA – BS /TP 2,2025-07-04,355.13,101.81479358,0.88876147,inactive,2025-07-04,2025-07-04
TOF | Pune,LUXEi,DABA – BS /TP,2025-07-04,780.26,39.2721965,0.74994967,inactive,2025-07-04,2025-07-04
BOF | DPA,VC & ATC_14 Days - FB,DPA,2025-07-04,609.45,282.15277778,5.09259259,active,2025-07-04,2025-07-04
MOF,MOF | HYDi,Juliet Ring | SV,2025-07-04,232.56,197.92340426,1.10638298,active,2025-07-04,2025-07-04
TOF | Story/Reel,TRL | IGi | ST,Ella Rings I SI,2025-07-04,421.97,262.0931677,2.17391304,active,2025-07-04,2025-07-04
BOF | DPA,VC & ATC_14 Days - IG,DPA,2025-07-04,1145.26,280.56344929,4.18912298,active,2025-07-04,2025-07-04
MOF,MOF | MUMi,Juliet Ring | SV,2025-07-04,4.42,152.4137931,,active,2025-07-04,2025-07-04
TOF | Story/Reel,TRL | IGi | ST,Sapphires I SI,2025-07-04,231.08,356.05546995,2.31124807,active,2025-07-04,2025-07-04
TOF | All That Grace,ARL | IGi,All that grace (1) | SI,2025-07-04,50.72,492.42718447,1.94174757,active,2025-07-04,2025-07-04
BOF | DPA,VC & ATC_60 Days - IG,DPA,2025-07-04,1098.76,193.51179993,3.2581895,active,2025-07-04,2025-07-04
TOF | Story/Reel,TRL | IGi | ST,Nizam Ring I SI,2025-07-04,25.8,224.34782609,1.73913043,active,2025-07-04,2025-07-04
MOF,MOF | DELi,RV | CC,2025-07-04,268.11,432.43548387,1.61290323,active,2025-07-04,2025-07-04
TOF | Delhi,HOMEi,DABA – 80k,2025-07-04,354.92,57.291364,0.7425343,inactive,2025-07-04,2025-07-04
BOF | DPA,VC & ATC_60 Days - FB,DPA,2025-07-04,585.93,228.87890625,4.453125,active,2025-07-04,2025-07-04
TOF | Bangalore,LUXEi,DABA – BS /TP,2025-07-04,981.66,43.72845116,0.56127222,inactive,2025-07-04,2025-07-04
BOF | DPA,VC & ATC_14 Days - IGi,DPA,2025-07-04,768.39,194.28318584,2.98356511,active,2025-07-04,2025-07-04
BOF | DPA,VC & ATC_60 Days - IGi,DPA,2025-07-04,838.31,296.4321075,2.36916549,active,2025-07-04,2025-07-04
BOF | DPA,VC & ATC_1 Day - FB,DPA,2025-07-04,603.03,269.57085382,6.6607063,active,2025-07-04,2025-07-04
BOF | DPA,VC & ATC_180 Days - FBi,DPA,2025-07-04,811.68,167.14991763,3.06836903,active,2025-07-04,2025-07-04
TOF | KHB |,OCC | IGi,KHB | DABA (1),2025-07-04,446.35,118.14452091,1.82636316,inactive,2025-07-04,2025-07-04
TOF | All That Grace,ARL | IGi,Debbie Earrings | SV,2025-07-04,77.62,304.39215686,0.78431373,active,2025-07-04,2025-07-04
TOF | All That Grace,ARL | IGi,Jackie Necklace | SV,2025-07-04,51.74,304.35294118,4.11764706,active,2025-07-04,2025-07-04
TOF | Mumbai,INT JWLi,DABA – BS /TP,2025-07-04,634.35,66.43799749,1.01591956,inactive,2025-07-04,2025-07-04
TOF | CUSTOM | AUTO,TRL | IGi,Amey Ring | SV,2025-07-04,15.0,234.375,4.6875,inactive,2025-07-04,2025-07-04
TOF | Mumbai,TRLi – CC,CC – BS /TP | 01,2025-07-04,510.89,147.61340653,2.57151112,inactive,2025-07-04,2025-07-04
TOF | Mumbai,TRLi,DABA – BS /TP,2025-07-04,624.28,66.80363831,0.92027822,inactive,2025-07-04,2025-07-04
TOF | Mumbai,LUXEi,DABA – BS /TP,2025-07-04,923.89,45.37547272,0.86930897,inactive,2025-07-04,2025-07-04
TOF | Pune,HOMEi,DABA – 80k,2025-07-04,84.87,24.87397421,0.67409144,inactive,2025-07-04,2025-07-04
TOF | India,LUXEi,DABA – BS /TP,2025-07-04,184.88,32.45786517,1.75561798,inactive,2025-07-04,2025-07-04
MOF,MOF | DELi,Juliet Ring | SV,2025-07-04,219.27,227.93139293,1.24740125,active,2025-07-04,2025-07-04
TOF | India,HOMEi,DABA – 80k,2025-07-04,169.51,17.70154553,1.38888889,inactive,2025-07-04,2025-07-04
MOF,MOF | HYDi,RV | CC,2025-07-04,55.83,547.35294118,,active,2025-07-04,2025-07-04
MOF,MOF | DABA | IGi,MOF | DABA 1,2025-07-04,758.88,481.52284264,4.8857868,active,2025-07-04,2025-07-04
TOF | CUSTOM | AUTO,TRL | IGi,Anah Necklace | SV,2025-07-04,57.53,282.00980392,0.49019608,inactive,2025-07-04,2025-07-04
TOF | Mumbai,INT JWLi – CC,CC – BS /TP | 01,2025-07-04,131.36,74.76380194,1.36596471,inactive,2025-07-04,2025-07-04
TOF | India Modern,JWLY + TRL - FBi,India Modern DABA,2025-07-04,26.79,40.77625571,1.06544901,inactive,2025-07-04,2025-07-04
TOF | India,TRLi,DABA – ALL,2025-07-04,188.37,36.35784598,3.41632889,inactive,2025-07-04,2025-07-04
TOF | Pune,INT JWLi – CC,CC – BS /TP | 01,2025-07-04,12.06,56.88679245,1.41509434,inactive,2025-07-04,2025-07-04
TOF | India Modern,HOME - IGi,DABA – BS /TP 1,2025-07-04,955.17,68.51025678,1.42016927,inactive,2025-07-04,2025-07-04
TOF | 80k,LUXE | IGi,80k CC,2025-07-04,729.21,128.17894182,1.9159782,active,2025-07-04,2025-07-04
TOF | Pune,TRLi,DABA – BS /TP,2025-07-04,515.33,54.74662701,0.73302879,inactive,2025-07-04,2025-07-04
TOF | Bangalore,TRLi – CC,CC – BS /TP | 01,2025-07-04,509.09,152.78811525,0.90036014,inactive,2025-07-04,2025-07-04
TOF | Delhi,LUXEi,DABA – BS /TP,2025-07-04,909.9,49.93414554,0.59269015,inactive,2025-07-04,2025-07-04
TOF | CUSTOM | AUTO,C-OCC | IGi,CC,2025-07-04,512.43,368.125,1.79597701,inactive,2025-07-04,2025-07-04
TOF | 80k,OCC – IGi,80k DABA | Rings,2025-07-04,174.89,145.74166667,1.41666667,inactive,2025-07-04,2025-07-04
TOF | India Modern,INT JWLY - IGi,DABA – BS /TP 1,2025-07-04,939.94,72.07576106,1.72532781,inactive,2025-07-04,2025-07-04
TOF | Pune,INT JWLi,DABA – BS /TP,2025-07-04,513.84,57.52798925,0.77250336,inactive,2025-07-04,2025-07-04
MOF,MOF | DABA | ENGDi,MOF | DABA 2,2025-07-04,154.5,63.68507832,3.66859027,active,2025-07-04,2025-07-04
TOF | India Modern,INT JWLY - IGi,India Modern DABA,2025-07-04,16.76,37.74774775,0.9009009,inactive,2025-07-04,2025-07-04
BOF | DPA,VC & ATC_1 Day - IGi,DPA,2025-07-04,711.37,366.68556701,6.90721649,active,2025-07-04,2025-07-04
TOF | India Modern,JWLY + TRL - FBi,DABA – BS /TP 1,2025-07-04,940.13,68.54257801,2.21638962,inactive,2025-07-04,2025-07-04
TOF | Bangalore,TRLi,DABA – ALL,2025-07-04,254.64,51.56743621,1.19481571,inactive,2025-07-04,2025-07-04
MOF,MOF | MUMi,RV | CC,2025-07-04,83.57,442.16931217,1.05820106,active,2025-07-04,2025-07-04
BOF | DPA,VC & ATC_60 Days - IG,DPA,2025-07-05,863.29,77.41816877,3.08492512,active,2025-07-05,2025-07-05
TOF | India Modern,HOME - IGi,DABA – BS /TP 1,2025-07-05,955.41,71.17178188,1.82508939,inactive,2025-07-05,2025-07-05
TOF | India Modern,HOME - IGi,India Modern DABA,2025-07-05,14.88,42.03389831,2.54237288,inactive,2025-07-05,2025-07-05
BOF | DPA,VC & ATC_1 Day - IGi,DPA,2025-07-05,660.72,332.85642317,7.10327456,active,2025-07-05,2025-07-05
TOF | Story/Reel,TRL | IGi | ST,Raphsody I SI,2025-07-05,442.26,308.84078212,2.79329609,active,2025-07-05,2025-07-05
TOF | Delhi,TRLi,DABA – ALL,2025-07-05,990.7,47.68023871,2.23794398,inactive,2025-07-05,2025-07-05
TOF | CUSTOM | AUTO,TRL | IGi,Anah Necklace | SV,2025-07-05,4.19,1396.66666667,,inactive,2025-07-05,2025-07-05
MOF,MOF | DABA | ENGDi,MOF | DABA 2,2025-07-05,259.6,64.22563088,3.26571004,active,2025-07-05,2025-07-05
TOF | Mumbai,TRLi,DABA – ALL,2025-07-05,845.32,79.46230494,3.12088738,inactive,2025-07-05,2025-07-05
MOF,MOF | DABA | IGi,MOF | DABA 1,2025-07-05,677.92,356.98788836,5.95050026,active,2025-07-05,2025-07-05
TOF | 80k,OCC – IGi,80k DABA,2025-07-05,369.51,265.45258621,4.38218391,inactive,2025-07-05,2025-07-05
TOF | India,TRLi,DABA – ALL,2025-07-05,692.48,37.45362107,3.56969009,inactive,2025-07-05,2025-07-05
TOF | 80k,OCC – IGi,80k DABA | Earrings,2025-07-05,12.05,30.66157761,0.50890585,inactive,2025-07-05,2025-07-05
TOF | CUSTOM | AUTO,TRL | IGi,Amey Ring | SV,2025-07-05,127.77,383.69369369,0.6006006,inactive,2025-07-05,2025-07-05
TOF | CUSTOM | AUTO,TRL | IGi,FAYE STYLISED | SI,2025-07-05,0.53,530.0,,inactive,2025-07-05,2025-07-05
TOF | Mumbai,HOMEi,DABA – 80k,2025-07-05,943.36,48.03503233,1.04384134,inactive,2025-07-05,2025-07-05
TOF | Pune,INT JWLi – CC,CC – BS /TP | 01,2025-07-05,77.25,70.29117379,1.00090992,inactive,2025-07-05,2025-07-05
TOF | India,LUXEi,DABA – BS /TP,2025-07-05,697.94,28.75139032,2.04325438,inactive,2025-07-05,2025-07-05
TOF | Story/Reel,TRL | IGi | ST,Ella Rings I SI,2025-07-05,334.11,128.35574337,2.18978102,active,2025-07-05,2025-07-05
TOF | ALL,TRL - IGi,DABA – BS /TP 2,2025-07-05,148.15,46.36932707,0.90766823,inactive,2025-07-05,2025-07-05
BOF | DPA,VC & ATC_60 Days - IGi,DPA,2025-07-05,648.07,109.54530088,2.89046653,active,2025-07-05,2025-07-05
TOF | Pune,HOMEi,DABA – 80k,2025-07-05,752.07,40.87336957,0.91847826,inactive,2025-07-05,2025-07-05
TOF | India Modern,JWLY + TRL - FBi,India Modern DABA,2025-07-05,25.46,43.29931973,0.85034014,inactive,2025-07-05,2025-07-05
TOF | Story/Reel,TRL | IGi | ST,Nizam Ring I SI,2025-07-05,30.74,145.0,0.47169811,active,2025-07-05,2025-07-05
MOF,MOF | DABA | IGi,MOF | DABA 2,2025-07-05,332.34,318.63854267,5.27325024,active,2025-07-05,2025-07-05
TOF | CUSTOM | AUTO,TRL | IGi,ARKA STYLISED | SI,2025-07-05,23.78,344.63768116,2.89855072,inactive,2025-07-05,2025-07-05
TOF | 80k,OCC – IGi,80k DABA | Rings,2025-07-05,59.42,51.49046794,1.03986135,inactive,2025-07-05,2025-07-05
TOF | CUSTOM | AUTO,TRL | IGi,Arka Necklace | SV,2025-07-05,109.76,560.0,3.06122449,inactive,2025-07-05,2025-07-05
BOF | DPA,VC & ATC_1 Day - IG,DPA,2025-07-05,902.66,300.68620919,7.1952032,active,2025-07-05,2025-07-05
BOF | DPA,VC & ATC_14 Days - IGi,DPA,2025-07-05,696.73,110.48683793,3.72660958,active,2025-07-05,2025-07-05
TOF | CUSTOM | AUTO,TRL | IGi,Emerald Mix Match I SI,2025-07-05,254.21,202.07472178,1.9872814,inactive,2025-07-05,2025-07-05
TOF | India Modern,INT JWLY - IGi,India Modern DABA,2025-07-05,13.45,39.32748538,1.16959064,inactive,2025-07-05,2025-07-05
TOF | Mumbai,INT JWLi – CC,CC – BS /TP | 01,2025-07-05,517.03,95.90613986,2.02188833,inactive,2025-07-05,2025-07-05
MOF,MOF | BLRi,RV | CC,2025-07-05,299.39,686.67431193,1.14678899,active,2025-07-05,2025-07-05
TOF | Pune,TRLi,DABA – ALL,2025-07-05,700.74,68.24503311,1.75301909,inactive,2025-07-05,2025-07-05
TOF | Bangalore,HOMEi,DABA – 80k,2025-07-05,943.89,44.5862069,0.63769485,inactive,2025-07-05,2025-07-05
TOF | Bangalore,INT JWLi – CC,CC – BS /TP | 01,2025-07-05,45.34,62.71092669,0.69156293,inactive,2025-07-05,2025-07-05
TOF | India,INT JWLi – CC,CC – BS /TP | 01,2025-07-05,588.36,54.54848878,1.64101613,inactive,2025-07-05,2025-07-05
MOF,MOF | HYDi,Juliet Ring | SV,2025-07-05,111.56,143.57786358,1.8018018,active,2025-07-05,2025-07-05
TOF | CUSTOM | AUTO,C-OCC | IGi,CC,2025-07-05,503.19,263.72641509,1.93920335,inactive,2025-07-05,2025-07-05
TOF | 80k,LUXE | IGi,80k CC,2025-07-05,1047.11,100.4518419,2.01458173,active,2025-07-05,2025-07-05
TOF | India Modern,INT JWLY - IGi,DABA – BS /TP 1,2025-07-05,962.41,71.12630256,1.72936221,inactive,2025-07-05,2025-07-05
MOF,MOF | MUMi,RV | CC,2025-07-05,53.19,278.48167539,,active,2025-07-05,2025-07-05
TOF | India,HOMEi,DABA – 80k,2025-07-05,717.81,18.62603145,1.1079973,inactive,2025-07-05,2025-07-05
TOF | India Modern,JWLY + TRL - FBi,DABA – BS /TP 1,2025-07-05,944.27,64.09652457,2.04995927,inactive,2025-07-05,2025-07-05
BOF | DPA,VC & ATC_180 Days - FBi,DPA,2025-07-05,615.72,85.35070696,3.41003604,active,2025-07-05,2025-07-05
TOF | All That Grace,ARL | IGi,Mix Match Pearls I SI,2025-07-05,154.08,1020.39735099,4.63576159,active,2025-07-05,2025-07-05
TOF | Delhi,HOMEi,DABA – 80k,2025-07-05,855.44,54.3723384,0.9979025,inactive,2025-07-05,2025-07-05
TOF | Story/Reel,TRL | IGi | ST,Sapphires I SI,2025-07-05,262.07,218.39166667,2.91666667,active,2025-07-05,2025-07-05
BOF | DPA,VC & ATC_60 Days - FB,DPA,2025-07-05,333.25,69.68841489,4.47511501,active,2025-07-05,2025-07-05
